n,p_removed,T,binder,binder_err,n_realizations
32,0.3,3.716,1.0,0.0,12
32,0.3,3.744,1.0,0.0,12
32,0.3,3.772,1.0,0.0,12
32,0.3,3.8,1.0,0.0,12
24,0.4,1.8,0.6665943193504456,1.175061603170676e-06,12
24,0.4,1.828,0.6375279195605908,0.029060457680323865,12
24,0.4,1.856,0.6665779094566533,1.85246293713396e-06,12
24,0.4,1.884,0.6272049739035626,0.03936448583259176,12
24,0.4,1.912,0.649201193860918,0.01735644302783386,12
24,0.4,1.94,0.6665452506125232,2.055103118438622e-06,12
24,0.4,1.968,0.6665298851496703,2.302685883137691e-06,12
24,0.4,1.996,0.6665096475008929,3.0682177373397013e-06,12
24,0.4,2.024,0.6664920465256348,3.6664215513837094e-06,12
24,0.4,2.052,0.6664606100729588,4.77194905213054e-06,12
24,0.4,2.08,0.6195917185637203,0.046849831295227795,12
24,0.4,2.108,0.6664052688419282,4.723401961629221e-06,12
24,0.4,2.136,0.6663653854130394,5.134348596985022e-06,12
24,0.4,2.164,0.6663025116860886,6.863602316930725e-06,12
24,0.4,2.192,0.666249017281905,9.957295741073932e-06,12
24,0.4,2.22,0.666161162188493,1.2820457712170575e-05,12
24,0.4,2.248,0.6660615985257742,1.4577242695325357e-05,12
24,0.4,2.276,0.6659413269963516,2.4308297095033723e-05,12
24,0.4,2.304,0.6657476312839214,2.7476327605128063e-05,12
24,0.4,2.332,0.6654896813664702,3.2726123305094926e-05,12
24,0.4,2.36,0.6650677963433345,5.594645876383837e-05,12
24,0.4,2.388,0.6645984641485806,7.399440091796823e-05,12
24,0.4,2.416,0.6635939973832866,6.678296687777904e-05,12
24,0.4,2.444,0.6623774414756244,0.00030809132852450705,12
24,0.4,2.472,0.6601070862864905,0.0004884131102344104,12
24,0.4,2.5,0.653016591660374,0.0011540282994221929,12
24,0.4,2.528,0.6215019650802982,0.010875769938078204,12
24,0.4,2.556,0.5611921591298129,0.013493131758134415,12
24,0.4,2.584,0.40846857523485003,0.03524828104321257,12
24,0.4,2.612,0.22193291389935577,0.042306736224088426,12
24,0.4,2.64,0.24055900247527073,0.029352531082285558,12
24,0.4,2.668,0.1036226091830133,0.039751535897522935,12
24,0.4,2.696,0.08382833956785908,0.028422172589176037,12
24,0.4,2.724,0.03972478897741799,0.056407210077693,12
24,0.4,2.752,0.04068464171933956,0.02756798730982193,12
24,0.4,2.78,0.13075568377350666,0.018473355654853647,12
24,0.4,2.808,-0.0012238543223563787,0.02817013658378026,12
24,0.4,2.836,-0.000582821861726803,0.027218885218400508,12
24,0.4,2.864,0.007571320211495601,0.031939643072607556,12
24,0.4,2.892,0.0358703345148314,0.032655292694335536,12
24,0.4,2.92,0.06253174769862647,0.02770700151062256,12
24,0.4,2.948,0.04266116595951558,0.032485957711581005,12
24,0.4,2.976,-0.011330796422295841,0.03245169068480406,12
24,0.4,3.004,-0.032878968233757265,0.03484110895830038,12
24,0.4,3.032,0.01695352681610528,0.05075080354913302,12
24,0.4,3.06,-0.02854290895586707,0.037347857636284724,12
24,0.4,3.088,-0.014687521073570861,0.03951471166419696,12
24,0.4,3.116,-0.003552364465727542,0.051060044371507476,12
24,0.4,3.144,0.10329622622245653,0.07214650219552171,12
24,0.4,3.172,0.1034866633817871,0.06434196117096075,12
24,0.4,3.2,0.07757333388519934,0.07954235564232998,12
28,0.4,1.8,0.6444419893161513,0.02217983885108585,12
28,0.4,1.828,0.6390801488352041,0.020244672620482452,12
28,0.4,1.856,0.6666117399235832,6.268197110796952e-07,12
28,0.4,1.884,0.6666043762792543,1.0421592804948913e-06,12
28,0.4,1.912,0.6665983491832498,7.579636185035936e-07,12
28,0.4,1.94,0.656246286666456,0.010345817627956402,12
28,0.4,1.968,0.6665780846342982,1.3732920962604717e-06,12
28,0.4,1.996,0.6665713579820043,1.6980766359504238e-06,12
28,0.4,2.024,0.6665565958458888,1.878815382815699e-06,12
28,0.4,2.052,0.6639267790987506,0.002611449134680162,12
28,0.4,2.08,0.6632266807196672,0.003294832379199424,12
28,0.4,2.108,0.66649819089737,2.439578311178853e-06,12
28,0.4,2.136,0.6664774483542203,3.713746649040256e-06,12
28,0.4,2.164,0.6194565384580523,0.04698134242254413,12
28,0.4,2.192,0.6454631540485875,0.020940047383990523,12
28,0.4,2.22,0.6663470418687586,9.507608479764346e-06,12
28,0.4,2.248,0.6662746597457564,7.243640704572478e-06,12
28,0.4,2.276,0.6661975644732688,1.1489164848513342e-05,12
28,0.4,2.304,0.6661013001835799,1.1304729342722703e-05,12
28,0.4,2.332,0.6658998799281838,1.2804427305377136e-05,12
28,0.4,2.36,0.6657014198456387,2.3484283220482783e-05,12
28,0.4,2.388,0.665323119693637,5.7636788988674126e-05,12
28,0.4,2.416,0.6649096776723317,5.134158487535266e-05,12
28,0.4,2.444,0.6637083543577291,5.867698200159825e-05,12
28,0.4,2.472,0.6620753860828082,0.0002359849616552743,12
28,0.4,2.5,0.6571565206588064,0.0007231868954455289,12
28,0.4,2.528,0.6340555064199644,0.0046148179932770745,12
28,0.4,2.556,0.5204229412674714,0.03914946641109662,12
28,0.4,2.584,0.3481924014171998,0.03054847757434419,12
28,0.4,2.612,0.1962718626230763,0.04693228837937892,12
28,0.4,2.64,0.20471332635466566,0.03397884869231226,12
28,0.4,2.668,0.08434805076223577,0.03314075598222602,12
28,0.4,2.696,0.09954871924662952,0.03998607651618937,12
28,0.4,2.724,0.03653195262530357,0.03601444302398478,12
28,0.4,2.752,0.03393869741882254,0.03473687856152832,12
28,0.4,2.78,0.042471138513358625,0.039523954953909445,12
28,0.4,2.808,-0.007102817099195635,0.04287125099220291,12
28,0.4,2.836,0.020858205192755153,0.04455632013161817,12
28,0.4,2.864,-0.020315728184353222,0.048018590131554524,12
28,0.4,2.892,-0.009012305764450121,0.05234172116522691,12
28,0.4,2.92,0.0947487774296684,0.060408881699704285,12
28,0.4,2.948,0.07687425925245389,0.061206511218202274,12
28,0.4,2.976,0.0731584135524389,0.06231409980658669,12
28,0.4,3.004,-0.006605466314983692,0.07475369051583576,12
28,0.4,3.032,-0.026858278013242743,0.05757424555543322,12
28,0.4,3.06,-0.12909219404288144,0.07206642339474703,12
28,0.4,3.088,-0.23807746428317955,0.04746943447146934,12
28,0.4,3.116,-0.48061559595617104,0.060194900580359784,12
28,0.4,3.144,-0.46401510830762005,0.07396842261116689,12
28,0.4,3.172,0.0508523418532927,0.24876373420371975,12
28,0.4,3.2,0.11274872952748893,0.2719582900454511,12
32,0.4,1.8,0.6650576980014925,0.0015795019850668988,12
32,0.4,1.828,0.6666332485511,4.281330400303389e-07,12
32,0.4,1.856,0.6666293769621565,3.7577193677936874e-07,12
32,0.4,1.884,0.666625994830352,4.953363243511252e-07,12
32,0.4,1.912,0.6666207937771916,6.25518203631885e-07,12
32,0.4,1.94,0.6632903370940395,0.0024212382853181632,12
32,0.4,1.968,0.6262643477694326,0.03820577627031779,12
32,0.4,1.996,0.666600334523878,1.173497774588102e-06,12
32,0.4,2.024,0.6238999600730109,0.030135517036920426,12
32,0.4,2.052,0.6582114977045209,0.008371580335547168,12
32,0.4,2.08,0.6257699330192793,0.04080176315456533,12
32,0.4,2.108,0.6656848047375407,0.0008697173541265635,12
32,0.4,2.136,0.6505826812230965,0.015955415908538176,12
32,0.4,2.164,0.666511755818946,3.2176568700009916e-06,12
32,0.4,2.192,0.6664909895457055,3.6551957762937905e-06,12
32,0.4,2.22,0.6373246125446342,0.020816590557906293,12
32,0.4,2.248,0.6664113911886362,3.973598252958343e-06,12
32,0.4,2.276,0.6663504047457949,7.237905692999198e-06,12
32,0.4,2.304,0.6662755985319143,1.2269812939634652e-05,12
32,0.4,2.332,0.6661728769523473,1.7468836825240466e-05,12
32,0.4,2.36,0.6659864617510205,2.3792581345567712e-05,12
32,0.4,2.388,0.6657484851507153,3.707043522927408e-05,12
32,0.4,2.416,0.6653554142031356,5.691294053296965e-05,12
32,0.4,2.444,0.6646524031047969,8.519953747792979e-05,12
32,0.4,2.472,0.6636916603817742,0.00010357432897010514,12
32,0.4,2.5,0.6596995737629088,0.0006691324696072435,12
32,0.4,2.528,0.6480934953803004,0.0022883180204268227,12
32,0.4,2.556,0.5699508681814213,0.02128015730829749,12
32,0.4,2.584,0.3185271706053885,0.03921252655114297,12
32,0.4,2.612,0.20229666412656847,0.050205386451609914,12
32,0.4,2.64,0.02277419432887996,0.08300941286458915,12
32,0.4,2.668,0.14601833586856414,0.027679186572012997,12
32,0.4,2.696,0.004332622618420499,0.049396813216239614,12
32,0.4,2.724,0.06504840411707476,0.03107985781547124,12
32,0.4,2.752,0.036843204247223406,0.02913546512357611,12
32,0.4,2.78,0.0644217004791031,0.031777186229363645,12
32,0.4,2.808,0.12506763862609052,0.05341691022899691,12
32,0.4,2.836,0.033207730077834736,0.06933893565380757,12
32,0.4,2.864,0.06716183486178984,0.06198779906449892,12
32,0.4,2.892,-0.05321625602675915,0.07106998793225829,12
32,0.4,2.92,-0.17191283027733792,0.06606753094246971,12
32,0.4,2.948,-0.4089114944151655,0.15502803296963333,12
32,0.4,2.976,-0.1857738713408287,0.212323590020497,12
32,0.4,3.004,0.5134876586667221,0.20900262509635212,12
32,0.4,3.032,0.7331927503093058,0.17999784068223132,12
32,0.4,3.06,0.580100360739823,0.21974452287489607,12
32,0.4,3.088,0.8402556931273527,0.15974430687264737,12
32,0.4,3.116,0.8272537000529985,0.17274629994700147,12
32,0.4,3.144,1.0,0.0,12
32,0.4,3.172,1.0,0.0,12
32,0.4,3.2,1.0,0.0,12
24,0.5,1.3,0.6666057152172262,9.952242355524177e-07,12
24,0.5,1.328,0.6656338704067314,0.0009652995642506475,12
24,0.5,1.356,0.6665913731866698,1.5363885717567752e-06,12
24,0.5,1.384,0.6436826232790622,0.022899392173412657,12
24,0.5,1.412,0.6274484802108239,0.03912429554957745,12
24,0.5,1.44,0.666558443717102,1.4692430532670566e-06,12
24,0.5,1.468,0.640058541622535,0.01828040065026255,12
24,0.5,1.496,0.6270483629087354,0.03948134412447927,12
24,0.5,1.524,0.6665118435188274,1.984211422207051e-06,12
24,0.5,1.552,0.6664927076054383,3.495265972642371e-06,12
24,0.5,1.58,0.646475124093227,0.019985952398497094,12
24,0.5,1.608,0.666430521811546,5.955719783996421e-06,12
24,0.5,1.636,0.6172777559113182,0.049115148664103055,12
24,0.5,1.664,0.6033241651401638,0.06300515767890134,12
24,0.5,1.692,0.6530363806195455,0.013240294016032085,12
24,0.5,1.72,0.6661982643741596,1.4120471483209903e-05,12
24,0.5,1.748,0.6660761480414005,1.5902666698295927e-05,12
24,0.5,1.776,0.6659457758297832,1.504814862874678e-05,12
24,0.5,1.804,0.6657992593322196,3.087847607206812e-05,12
24,0.5,1.832,0.6654831067820819,4.952330708653542e-05,12
24,0.5,1.86,0.6651496437516908,6.546810715963539e-05,12
24,0.5,1.888,0.6646736987613355,7.894428929235267e-05,12
24,0.5,1.916,0.6638595385118934,0.00013327127639187889,12
24,0.5,1.944,0.6621439890509367,0.0005688261433496095,12
24,0.5,1.972,0.6595703417625284,0.0005468263034174239,12
24,0.5,2.0,0.6498457252229587,0.0020692851954634355,12
24,0.5,2.028,0.6035444789287296,0.020326323340661635,12
24,0.5,2.056,0.42885225408486644,0.03764660657393742,12
24,0.5,2.084,0.2933295263666992,0.04203716343004004,12
24,0.5,2.112,0.2658754137271497,0.03805188370248184,12
24,0.5,2.14,0.18262699808047775,0.04359610596413568,12
24,0.5,2.168,0.22817969626515353,0.032642087479063206,12
24,0.5,2.196,0.14334155051710734,0.029554520374087578,12
24,0.5,2.224,0.07515888362685157,0.03210886835006061,12
24,0.5,2.252,0.10146689472267356,0.027906472459996293,12
24,0.5,2.28,0.0575433790323606,0.03737995624000872,12
24,0.5,2.308,0.04674963652802261,0.03105506478102867,12
24,0.5,2.336,0.05271052822795846,0.038244660868941044,12
24,0.5,2.364,0.04512785545950019,0.020403993386742147,12
24,0.5,2.392,0.0388068203013903,0.02561970419057779,12
24,0.5,2.42,0.07177863841902138,0.01760694999348269,12
24,0.5,2.448,0.01628438557564456,0.03739140201531475,12
24,0.5,2.476,-0.009117369481648235,0.03820416166638346,12
24,0.5,2.504,0.008237293572156698,0.054253246603112024,12
24,0.5,2.532,-0.04459974413705059,0.049950555795764184,12
24,0.5,2.56,0.056424980958894956,0.06569782130942547,12
24,0.5,2.588,0.14082613053169088,0.05605837456879035,12
24,0.5,2.616,0.09107871078126019,0.056269908646758286,12
24,0.5,2.644,0.058013214627753995,0.062058733124749826,12
24,0.5,2.672,-0.02035991158819528,0.05003050131173244,12
24,0.5,2.7,-0.06998199127365791,0.05535047170097035,12
28,0.5,1.3,0.653141201060279,0.011871278976432987,12
28,0.5,1.328,0.6266068733428269,0.03068028426583187,12
28,0.5,1.356,0.6666169883747115,5.810523168136883e-07,12
28,0.5,1.384,0.6584800153303367,0.008134183958697428,12
28,0.5,1.412,0.6666081304667456,7.992655132810192e-07,12
28,0.5,1.44,0.6665998680335995,1.0936880097617048e-06,12
28,0.5,1.468,0.6044117806122858,0.03631776391456653,12
28,0.5,1.496,0.6661336450215216,0.0004493422427893455,12
28,0.5,1.524,0.6664727437909066,9.713924694442375e-05,12
28,0.5,1.552,0.5731118834466354,0.06325732445153719,12
28,0.5,1.58,0.6581516692989281,0.00838981139899841,12
28,0.5,1.608,0.6664468950185003,7.349655881042094e-05,12
28,0.5,1.636,0.6664929805193822,2.9366735666008147e-06,12
28,0.5,1.664,0.6664689873834712,4.418159249183057e-06,12
28,0.5,1.692,0.6664251770076199,5.7948787535889036e-06,12
28,0.5,1.72,0.6663666343585476,7.303133083770202e-06,12
28,0.5,1.748,0.6663155859923856,7.122116188531977e-06,12
28,0.5,1.776,0.6597836424508982,0.006437633231511117,12
28,0.5,1.804,0.666148413119057,1.1934792155780698e-05,12
28,0.5,1.832,0.6659830189643335,2.0767378249925077e-05,12
28,0.5,1.86,0.6657529420689675,3.056163582359104e-05,12
28,0.5,1.888,0.665379708919203,7.686441542368394e-05,12
28,0.5,1.916,0.6647900713024542,0.00011661870252941157,12
28,0.5,1.944,0.6637848040948084,0.000208551739662217,12
28,0.5,1.972,0.6616488943985939,0.0002476670888316246,12
28,0.5,2.0,0.6551108914164271,0.001433763237146435,12
28,0.5,2.028,0.6266781891220532,0.01052530081912089,12
28,0.5,2.056,0.46303055217418293,0.04028936030084342,12
28,0.5,2.084,0.32569629705928527,0.03998720655178649,12
28,0.5,2.112,0.16343268567393357,0.03478412333616218,12
28,0.5,2.14,0.21870116699711425,0.03461640958551157,12
28,0.5,2.168,0.04931195670902238,0.04315860503712207,12
28,0.5,2.196,0.09064820153459431,0.027059266695583294,12
28,0.5,2.224,0.11474229063412504,0.03466402044815059,12
28,0.5,2.252,0.03383238240364203,0.03446919680132659,12
28,0.5,2.28,0.038664892880336255,0.030320755332436312,12
28,0.5,2.308,0.030162820885679075,0.023845563470246574,12
28,0.5,2.336,-0.00993626115621371,0.04997350302334453,12
28,0.5,2.364,-0.015922631674430643,0.04659898130912698,12
28,0.5,2.392,-0.04756506705420394,0.05929443911627811,12
28,0.5,2.42,0.07836662716191599,0.05629600498182462,12
28,0.5,2.448,0.039431762558180115,0.04286556755254816,12
28,0.5,2.476,-0.03899303900742862,0.04528986516472026,12
28,0.5,2.504,-0.15208589532019245,0.06551083076848652,12
28,0.5,2.532,-0.1236996568285736,0.11184843081682778,12
28,0.5,2.56,-0.46363565375156246,0.07406761434210103,12
28,0.5,2.588,0.101281405875834,0.23599658170742271,12
28,0.5,2.616,-0.03043752314036169,0.2639980245608149,12
28,0.5,2.644,0.6210188006117977,0.19821829273875188,12
28,0.5,2.672,1.0,0.0,12
28,0.5,2.7,0.6658756574621959,0.2254741888261601,12
32,0.5,1.3,0.6534386083433364,0.006371652255185699,12
32,0.5,1.328,0.6454352135736636,0.019144719731186914,12
32,0.5,1.356,0.6547282961049996,0.007583555463360429,12
32,0.5,1.384,0.6582321882639214,0.008153334573519752,12
32,0.5,1.412,0.6640938921676172,0.0020969347482384408,12
32,0.5,1.44,0.6622461218310627,0.0038907636927960525,12
32,0.5,1.468,0.6631824785612495,0.002499124486937587,12
32,0.5,1.496,0.6357296506751359,0.016638765696892273,12
32,0.5,1.524,0.6355847110035631,0.025111877373988012,12
32,0.5,1.552,0.6606274693140614,0.005963092249879458,12
32,0.5,1.58,0.6528653239667526,0.009947078903862155,12
32,0.5,1.608,0.6427086470130633,0.02386049377340696,12
32,0.5,1.636,0.6664467341905879,0.00010585500192541132,12
32,0.5,1.664,0.6617271122618235,0.0036221079884856,12
32,0.5,1.692,0.6663793704784419,8.936743806552384e-05,12
32,0.5,1.72,0.6616173476279981,0.0034685470724915997,12
32,0.5,1.748,0.6664239750057186,5.86758079480908e-06,12
32,0.5,1.776,0.6369802958225105,0.020492835196815783,12
32,0.5,1.804,0.629486599717645,0.03679346561157962,12
32,0.5,1.832,0.6626460846260626,0.0034059422418224027,12
32,0.5,1.86,0.6260421722592134,0.03484745727219936,12
32,0.5,1.888,0.6493665587380792,0.012533246730108685,12
32,0.5,1.916,0.6653997837373763,9.830633510295358e-05,12
32,0.5,1.944,0.6645854690129585,8.480180840029477e-05,12
32,0.5,1.972,0.6628497782581148,0.0004723495400662613,12
32,0.5,2.0,0.6574529732117602,0.0013625910829914109,12
32,0.5,2.028,0.6361855398250428,0.010908437620086739,12
32,0.5,2.056,0.4809829654045856,0.02951707564842035,12
32,0.5,2.084,0.3488206168862474,0.06755432335256228,12
32,0.5,2.112,0.24364771167812868,0.030328033838390604,12
32,0.5,2.14,0.11858981049338023,0.030391290364999653,12
32,0.5,2.168,0.034740269444594025,0.04835185668920992,12
32,0.5,2.196,0.12042622231303642,0.0369840421240138,12
32,0.5,2.224,0.11808751518598555,0.028750813947576847,12
32,0.5,2.252,0.042675548076357976,0.06336262092435496,12
32,0.5,2.28,0.04564759705659046,0.06694781152616078,12
32,0.5,2.308,0.08675675460471584,0.058695831273601604,12
32,0.5,2.336,-0.06378508554978342,0.1018172392211894,12
32,0.5,2.364,-0.1716438421093551,0.09305330732727232,12
32,0.5,2.392,-0.34350813593067664,0.08671767458738865,12
32,0.5,2.42,-0.13340281542056642,0.20521720044199615,12
32,0.5,2.448,0.0647087160953626,0.24620745300269684,12
32,0.5,2.476,0.40405056993718197,0.25463483146042315,12
32,0.5,2.504,0.8210609795551432,0.17893902044485674,12
32,0.5,2.532,0.6903883439060872,0.21248531371249413,12
32,0.5,2.56,1.0,0.0,12
32,0.5,2.588,1.0,0.0,12
32,0.5,2.616,1.0,0.0,12
32,0.5,2.644,1.0,0.0,12
32,0.5,2.672,1.0,0.0,12
32,0.5,2.7,1.0,0.0,12
