p_removed,n,realization,graph_file,sweep_file,mean_degree,n_edges,seed,tmin,tmax,steps,warmup,samples
0.0,32,0,/Volumes/Untitled/publishing_data/n32_p000_refine/raw/dilution/graphs/N32/p000/diluted_N32_p000_r000.json,/Volumes/Untitled/publishing_data/n32_p000_refine/raw/dilution/sweeps/N32/p000/diluted_N32_p000_r000_sweep.csv,6.0,98304,1000042,4.3,4.7,81,8000,6000
0.0,32,1,/Volumes/Untitled/publishing_data/n32_p000_refine/raw/dilution/graphs/N32/p000/diluted_N32_p000_r001.json,/Volumes/Untitled/publishing_data/n32_p000_refine/raw/dilution/sweeps/N32/p000/diluted_N32_p000_r001_sweep.csv,6.0,98304,1001051,4.3,4.7,81,8000,6000
0.0,32,2,/Volumes/Untitled/publishing_data/n32_p000_refine/raw/dilution/graphs/N32/p000/diluted_N32_p000_r002.json,/Volumes/Untitled/publishing_data/n32_p000_refine/raw/dilution/sweeps/N32/p000/diluted_N32_p000_r002_sweep.csv,6.0,98304,1002060,4.3,4.7,81,8000,6000
0.0,32,3,/Volumes/Untitled/publishing_data/n32_p000_refine/raw/dilution/graphs/N32/p000/diluted_N32_p000_r003.json,/Volumes/Untitled/publishing_data/n32_p000_refine/raw/dilution/sweeps/N32/p000/diluted_N32_p000_r003_sweep.csv,6.0,98304,1003069,4.3,4.7,81,8000,6000
0.0,32,4,/Volumes/Untitled/publishing_data/n32_p000_refine/raw/dilution/graphs/N32/p000/diluted_N32_p000_r004.json,/Volumes/Untitled/publishing_data/n32_p000_refine/raw/dilution/sweeps/N32/p000/diluted_N32_p000_r004_sweep.csv,6.0,98304,1004078,4.3,4.7,81,8000,6000
0.0,32,5,/Volumes/Untitled/publishing_data/n32_p000_refine/raw/dilution/graphs/N32/p000/diluted_N32_p000_r005.json,/Volumes/Untitled/publishing_data/n32_p000_refine/raw/dilution/sweeps/N32/p000/diluted_N32_p000_r005_sweep.csv,6.0,98304,1005087,4.3,4.7,81,8000,6000
0.0,32,6,/Volumes/Untitled/publishing_data/n32_p000_refine/raw/dilution/graphs/N32/p000/diluted_N32_p000_r006.json,/Volumes/Untitled/publishing_data/n32_p000_refine/raw/dilution/sweeps/N32/p000/diluted_N32_p000_r006_sweep.csv,6.0,98304,1006096,4.3,4.7,81,8000,6000
0.0,32,7,/Volumes/Untitled/publishing_data/n32_p000_refine/raw/dilution/graphs/N32/p000/diluted_N32_p000_r007.json,/Volumes/Untitled/publishing_data/n32_p000_refine/raw/dilution/sweeps/N32/p000/diluted_N32_p000_r007_sweep.csv,6.0,98304,1007105,4.3,4.7,81,8000,6000
0.1,32,0,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p100/diluted_N32_p100_r000.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p100/diluted_N32_p100_r000_sweep.csv,5.4000244140625,88474,1001042,3.5,4.8,51,4000,3000
0.1,32,1,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p100/diluted_N32_p100_r001.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p100/diluted_N32_p100_r001_sweep.csv,5.4000244140625,88474,1002051,3.5,4.8,51,4000,3000
0.1,32,2,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p100/diluted_N32_p100_r002.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p100/diluted_N32_p100_r002_sweep.csv,5.4000244140625,88474,1003060,3.5,4.8,51,4000,3000
0.1,32,3,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p100/diluted_N32_p100_r003.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p100/diluted_N32_p100_r003_sweep.csv,5.4000244140625,88474,1004069,3.5,4.8,51,4000,3000
0.1,32,4,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p100/diluted_N32_p100_r004.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p100/diluted_N32_p100_r004_sweep.csv,5.4000244140625,88474,1005078,3.5,4.8,51,4000,3000
0.1,32,5,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p100/diluted_N32_p100_r005.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p100/diluted_N32_p100_r005_sweep.csv,5.4000244140625,88474,1006087,3.5,4.8,51,4000,3000
0.1,32,6,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p100/diluted_N32_p100_r006.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p100/diluted_N32_p100_r006_sweep.csv,5.4000244140625,88474,1007096,3.5,4.8,51,4000,3000
0.1,32,7,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p100/diluted_N32_p100_r007.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p100/diluted_N32_p100_r007_sweep.csv,5.4000244140625,88474,1008105,3.5,4.8,51,4000,3000
0.1,32,8,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p100/diluted_N32_p100_r008.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p100/diluted_N32_p100_r008_sweep.csv,5.4000244140625,88474,1009114,3.5,4.8,51,4000,3000
0.1,32,9,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p100/diluted_N32_p100_r009.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p100/diluted_N32_p100_r009_sweep.csv,5.4000244140625,88474,1010123,3.5,4.8,51,4000,3000
0.1,32,10,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p100/diluted_N32_p100_r010.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p100/diluted_N32_p100_r010_sweep.csv,5.4000244140625,88474,1011132,3.5,4.8,51,4000,3000
0.1,32,11,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p100/diluted_N32_p100_r011.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p100/diluted_N32_p100_r011_sweep.csv,5.4000244140625,88474,1012141,3.5,4.8,51,4000,3000
0.2,32,0,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p200/diluted_N32_p200_r000.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p200/diluted_N32_p200_r000_sweep.csv,4.800048828125,78644,1002042,3.0,4.3,51,4000,3000
0.2,32,1,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p200/diluted_N32_p200_r001.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p200/diluted_N32_p200_r001_sweep.csv,4.800048828125,78644,1003051,3.0,4.3,51,4000,3000
0.2,32,2,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p200/diluted_N32_p200_r002.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p200/diluted_N32_p200_r002_sweep.csv,4.800048828125,78644,1004060,3.0,4.3,51,4000,3000
0.2,32,3,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p200/diluted_N32_p200_r003.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p200/diluted_N32_p200_r003_sweep.csv,4.800048828125,78644,1005069,3.0,4.3,51,4000,3000
0.2,32,4,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p200/diluted_N32_p200_r004.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p200/diluted_N32_p200_r004_sweep.csv,4.800048828125,78644,1006078,3.0,4.3,51,4000,3000
0.2,32,5,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p200/diluted_N32_p200_r005.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p200/diluted_N32_p200_r005_sweep.csv,4.800048828125,78644,1007087,3.0,4.3,51,4000,3000
0.2,32,6,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p200/diluted_N32_p200_r006.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p200/diluted_N32_p200_r006_sweep.csv,4.800048828125,78644,1008096,3.0,4.3,51,4000,3000
0.2,32,7,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p200/diluted_N32_p200_r007.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p200/diluted_N32_p200_r007_sweep.csv,4.800048828125,78644,1009105,3.0,4.3,51,4000,3000
0.2,32,8,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p200/diluted_N32_p200_r008.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p200/diluted_N32_p200_r008_sweep.csv,4.800048828125,78644,1010114,3.0,4.3,51,4000,3000
0.2,32,9,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p200/diluted_N32_p200_r009.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p200/diluted_N32_p200_r009_sweep.csv,4.800048828125,78644,1011123,3.0,4.3,51,4000,3000
0.2,32,10,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p200/diluted_N32_p200_r010.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p200/diluted_N32_p200_r010_sweep.csv,4.800048828125,78644,1012132,3.0,4.3,51,4000,3000
0.2,32,11,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p200/diluted_N32_p200_r011.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p200/diluted_N32_p200_r011_sweep.csv,4.800048828125,78644,1013141,3.0,4.3,51,4000,3000
0.3,32,0,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p300/diluted_N32_p300_r000.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p300/diluted_N32_p300_r000_sweep.csv,4.20001220703125,68813,1003042,2.4,3.8,51,4000,3000
0.3,32,1,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p300/diluted_N32_p300_r001.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p300/diluted_N32_p300_r001_sweep.csv,4.20001220703125,68813,1004051,2.4,3.8,51,4000,3000
0.3,32,2,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p300/diluted_N32_p300_r002.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p300/diluted_N32_p300_r002_sweep.csv,4.20001220703125,68813,1005060,2.4,3.8,51,4000,3000
0.3,32,3,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p300/diluted_N32_p300_r003.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p300/diluted_N32_p300_r003_sweep.csv,4.20001220703125,68813,1006069,2.4,3.8,51,4000,3000
0.3,32,4,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p300/diluted_N32_p300_r004.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p300/diluted_N32_p300_r004_sweep.csv,4.20001220703125,68813,1007078,2.4,3.8,51,4000,3000
0.3,32,5,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p300/diluted_N32_p300_r005.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p300/diluted_N32_p300_r005_sweep.csv,4.20001220703125,68813,1008087,2.4,3.8,51,4000,3000
0.3,32,6,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p300/diluted_N32_p300_r006.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p300/diluted_N32_p300_r006_sweep.csv,4.20001220703125,68813,1009096,2.4,3.8,51,4000,3000
0.3,32,7,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p300/diluted_N32_p300_r007.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p300/diluted_N32_p300_r007_sweep.csv,4.20001220703125,68813,1010105,2.4,3.8,51,4000,3000
0.3,32,8,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p300/diluted_N32_p300_r008.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p300/diluted_N32_p300_r008_sweep.csv,4.20001220703125,68813,1011114,2.4,3.8,51,4000,3000
0.3,32,9,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p300/diluted_N32_p300_r009.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p300/diluted_N32_p300_r009_sweep.csv,4.20001220703125,68813,1012123,2.4,3.8,51,4000,3000
0.3,32,10,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p300/diluted_N32_p300_r010.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p300/diluted_N32_p300_r010_sweep.csv,4.20001220703125,68813,1013132,2.4,3.8,51,4000,3000
0.3,32,11,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p300/diluted_N32_p300_r011.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p300/diluted_N32_p300_r011_sweep.csv,4.20001220703125,68813,1014141,2.4,3.8,51,4000,3000
0.4,32,0,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p400/diluted_N32_p400_r000.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p400/diluted_N32_p400_r000_sweep.csv,3.60003662109375,58983,1004042,1.8,3.2,51,4000,3000
0.4,32,1,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p400/diluted_N32_p400_r001.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p400/diluted_N32_p400_r001_sweep.csv,3.60003662109375,58983,1005051,1.8,3.2,51,4000,3000
0.4,32,2,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p400/diluted_N32_p400_r002.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p400/diluted_N32_p400_r002_sweep.csv,3.60003662109375,58983,1006060,1.8,3.2,51,4000,3000
0.4,32,3,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p400/diluted_N32_p400_r003.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p400/diluted_N32_p400_r003_sweep.csv,3.60003662109375,58983,1007069,1.8,3.2,51,4000,3000
0.4,32,4,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p400/diluted_N32_p400_r004.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p400/diluted_N32_p400_r004_sweep.csv,3.60003662109375,58983,1008078,1.8,3.2,51,4000,3000
0.4,32,5,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p400/diluted_N32_p400_r005.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p400/diluted_N32_p400_r005_sweep.csv,3.60003662109375,58983,1009087,1.8,3.2,51,4000,3000
0.4,32,6,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p400/diluted_N32_p400_r006.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p400/diluted_N32_p400_r006_sweep.csv,3.60003662109375,58983,1010096,1.8,3.2,51,4000,3000
0.4,32,7,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p400/diluted_N32_p400_r007.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p400/diluted_N32_p400_r007_sweep.csv,3.60003662109375,58983,1011105,1.8,3.2,51,4000,3000
0.4,32,8,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p400/diluted_N32_p400_r008.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p400/diluted_N32_p400_r008_sweep.csv,3.60003662109375,58983,1012114,1.8,3.2,51,4000,3000
0.4,32,9,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p400/diluted_N32_p400_r009.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p400/diluted_N32_p400_r009_sweep.csv,3.60003662109375,58983,1013123,1.8,3.2,51,4000,3000
0.4,32,10,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p400/diluted_N32_p400_r010.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p400/diluted_N32_p400_r010_sweep.csv,3.60003662109375,58983,1014132,1.8,3.2,51,4000,3000
0.4,32,11,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p400/diluted_N32_p400_r011.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p400/diluted_N32_p400_r011_sweep.csv,3.60003662109375,58983,1015141,1.8,3.2,51,4000,3000
0.5,32,0,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p500/diluted_N32_p500_r000.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p500/diluted_N32_p500_r000_sweep.csv,3.0,49152,1005042,1.3,2.7,51,4000,3000
0.5,32,1,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p500/diluted_N32_p500_r001.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p500/diluted_N32_p500_r001_sweep.csv,3.0,49152,1006051,1.3,2.7,51,4000,3000
0.5,32,2,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p500/diluted_N32_p500_r002.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p500/diluted_N32_p500_r002_sweep.csv,3.0,49152,1007060,1.3,2.7,51,4000,3000
0.5,32,3,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p500/diluted_N32_p500_r003.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p500/diluted_N32_p500_r003_sweep.csv,3.0,49152,1008069,1.3,2.7,51,4000,3000
0.5,32,4,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p500/diluted_N32_p500_r004.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p500/diluted_N32_p500_r004_sweep.csv,3.0,49152,1009078,1.3,2.7,51,4000,3000
0.5,32,5,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p500/diluted_N32_p500_r005.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p500/diluted_N32_p500_r005_sweep.csv,3.0,49152,1010087,1.3,2.7,51,4000,3000
0.5,32,6,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p500/diluted_N32_p500_r006.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p500/diluted_N32_p500_r006_sweep.csv,3.0,49152,1011096,1.3,2.7,51,4000,3000
0.5,32,7,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p500/diluted_N32_p500_r007.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p500/diluted_N32_p500_r007_sweep.csv,3.0,49152,1012105,1.3,2.7,51,4000,3000
0.5,32,8,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p500/diluted_N32_p500_r008.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p500/diluted_N32_p500_r008_sweep.csv,3.0,49152,1013114,1.3,2.7,51,4000,3000
0.5,32,9,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p500/diluted_N32_p500_r009.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p500/diluted_N32_p500_r009_sweep.csv,3.0,49152,1014123,1.3,2.7,51,4000,3000
0.5,32,10,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p500/diluted_N32_p500_r010.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p500/diluted_N32_p500_r010_sweep.csv,3.0,49152,1015132,1.3,2.7,51,4000,3000
0.5,32,11,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p500/diluted_N32_p500_r011.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p500/diluted_N32_p500_r011_sweep.csv,3.0,49152,1016141,1.3,2.7,51,4000,3000
